Assists,Boosts,Damagedealt,Headshotkills,Heals,Kills,Longestkill,Matchduration,Matchkillrank,Revives,Ridedistance,Swimdistance,Teamkills,Walkdistance,Weaponsacquired,Winplaceperc,Ln Damage Dealt,Ln Match Kill Rank,Ln Win Place Perc
0,1,200.00,2,1,2,36.99,1909.00,14,0,0,0,0,386.7,5,0.3158,5.298317367,2.63905733,-1.152646177
0,1,243.20,2,1,2,142.3,1300.00,14,0,0,0,0,2182,5,0.8723,5.49388415,2.63905733,-0.136621878
0,0,100.00,0,0,2,6.883,1352.00,25,0,0,0,0,20.14,1,0.1702,4.605170186,3.218875825,-1.770781063
0,0,85.25,0,0,2,16.12,1891.00,21,0,0,0,0,94.17,2,0.0625,4.445588116,3.044522438,-2.772588722
0,0,231.40,0,0,3,108.1,1264.00,6,0,0,0,0,1832,6,0.8,5.444147815,1.791759469,-0.223143551
0,0,170.00,0,0,2,20.84,1435.00,23,0,0,0,0,150.7,1,0.2128,5.135798437,3.135494216,-1.547402522
0,0,200.00,0,0,2,0.7005,1851.00,28,0,0,0,0,13.08,1,0.0417,5.298317367,3.33220451,-3.17725415
0,0,276.40,0,0,2,29.68,1325.00,24,0,0,0,0,220.3,2,0.2889,5.621849092,3.17805383,-1.241674672
0,0,200.00,0,0,2,5.975,1309.00,27,0,0,0,0,20.35,2,0.0208,5.298317367,3.295836866,-3.872802292
0,0,249.00,0,0,2,8.901,1956.00,20,0,0,0,0,343,3,0.2791,5.517452896,2.995732274,-1.276185138
0,0,122.40,0,0,2,20.01,1893.00,23,0,0,0,0,23.3,3,0.2292,4.80729437,3.135494216,-1.473160294
0,0,163.00,0,2,2,7.371,1259.00,14,0,0,0,0,1248,4,0.8723,5.093750201,2.63905733,-0.136621878
0,0,200.00,0,2,2,3.935,1319.00,25,0,0,0,0,236.8,5,0.4255,5.298317367,3.218875825,-0.854490331
0,0,259.20,0,1,3,21.12,1288.00,9,0,0,0,0,252.8,3,0.4889,5.557599964,2.197224577,-0.715597309
0,0,131.20,0,0,2,9.051,1344.00,19,0,0,0,0,49.65,1,0.1489,4.876722877,2.944438979,-1.904480339
0,0,426.40,0,0,2,56.3,1337.00,21,0,0,0,0,690,4,0.4082,6.055377873,3.044522438,-0.895998029
0,0,276.30,0,1,2,28.44,1807.00,17,0,3149,0,0,2760,5,0.7447,5.621487232,2.833213344,-0.294773826
0,0,248.10,0,0,3,50.51,1896.00,9,0,0,0,0,251.5,3,0.2292,5.513831891,2.197224577,-1.473160294
0,0,349.90,0,1,3,5.514,1353.00,12,0,0,0,0,189,3,0.3673,5.857647399,2.48490665,-1.001576326
0,0,274.60,0,0,3,23.65,1351.00,11,0,0,0,0,351.2,4,0.2979,5.615315493,2.397895273,-1.210997419
0,0,280.20,0,1,3,47.92,1286.00,9,0,0,0,0,147.4,5,0.3333,5.635503634,2.197224577,-1.098712294
0,1,230.50,0,0,2,62.12,1759.00,19,0,0,0,0,546.9,5,0.3111,5.440250862,2.944438979,-1.167640875
0,1,194.80,0,0,2,76.6,1325.00,21,0,884.4,0,0,1147,2,0.6596,5.271973391,3.044522438,-0.416121688
0,1,330.10,0,2,2,52.32,1425.00,18,0,0,0,0,318.1,6,0.4681,5.799395639,2.890371758,-0.759073331
0,1,607.60,0,1,6,54.3,1881.00,2,0,0,0,0,2578,5,0.6744,6.409516771,0.693147181,-0.393931872
0,1,378.70,0,1,2,12.26,1449.00,22,0,0,0,0,366.6,1,0.4583,5.936744335,3.091042453,-0.780231287
0,1,376.00,0,0,2,48.64,1803.00,22,0,0,0,0,433.8,2,0.3878,5.929589143,3.091042453,-0.947265536
0,2,385.20,0,1,2,33.92,1313.00,18,0,0,0,0,221.6,3,0.3542,5.95376268,2.890371758,-1.037893554
0,2,229.40,0,1,2,19.75,1363.00,20,0,0,0,0,209,4,0.3556,5.435467205,2.995732274,-1.033948775
0,2,200.00,0,0,2,5.343,1850.00,14,0,0,0,0,1753,10,0.4722,5.298317367,2.63905733,-0.750352654
0,2,196.70,0,0,3,73.09,1383.00,10,0,381.1,4.499,0,1550,4,0.5682,5.281679725,2.302585093,-0.56528181
0,2,298.70,0,0,2,10.44,1424.00,24,0,0,0,0,1317,4,0.6042,5.699439725,3.17805383,-0.50385001
0,2,299.40,0,1,2,14.73,1933.00,15,0,1319,0,0,2263,9,0.7708,5.701780472,2.708050201,-0.260326342
0,3,147.10,0,4,2,96.31,1373.00,15,0,1758,0,0,1857,4,0.8542,4.991112628,2.708050201,-0.157589921
0,3,136.50,0,1,2,8.592,1292.00,20,0,157.4,0,0,1588,6,0.7143,4.916324615,2.995732274,-0.336452237
0,3,276.60,0,2,2,82.35,1793.00,15,0,5579,0,0,2655,6,0.7778,5.622572419,2.708050201,-0.251285857
0,3,452.20,0,9,3,121.7,1829.00,9,0,3288,0,0,2127,7,0.7917,6.11412456,2.197224577,-0.233572747
0,3,285.90,0,8,4,101.8,1358.00,3,0,0,0,0,2824,5,0.9149,5.655642099,1.098612289,-0.088940509
0,4,620.30,0,3,4,18.4,1983.00,7,0,0,0,0,2166,5,0.6222,6.430203232,1.945910149,-0.474493695
0,4,661.90,0,0,8,64.74,1374.00,1,0,0,0,0,3252,6,1,6.495114487,0,0
0,5,231.90,0,1,2,17.24,1397.00,16,0,0,0,0,1927,4,0.7755,5.446306244,2.772588722,-0.254247296
0,6,420.20,0,4,3,29.58,1838.00,9,0,3969,0,0,1632,6,0.7045,6.040730788,2.197224577,-0.350266948
0,6,460.30,0,1,4,109.6,1784.00,5,0,5188,0,0,3339,5,0.9149,6.131878451,1.609437912,-0.088940509
0,8,475.30,0,2,3,59.05,1484.00,8,0,0,0,0,3248,5,0.9583,6.163946184,2.079441542,-0.042594398
0,9,429.60,0,14,4,153,1796.00,4,0,257.6,0,0,4088,4,0.8222,6.062854543,1.386294361,-0.195771605
0,0,295.60,1,0,2,18.01,1925.00,22,0,0,0,0,209.9,2,0.1087,5.689007189,3.091042453,-2.219163485
0,0,286.40,1,3,2,11.53,1684.00,24,0,0,0,0,149.1,2,0.119,5.657389435,3.17805383,-2.128631786
0,0,143.70,1,0,2,13.17,1440.00,24,0,0,0,0,302.1,3,0.2174,4.967727793,3.17805383,-1.526016304
0,0,200.00,1,1,2,8.01,1382.00,23,0,0,0,0,147.9,3,0.1277,5.298317367,3.135494216,-2.058071516
0,0,211.60,1,4,2,8.675,1296.00,17,0,0,0,0,471,4,0.4792,5.3546977,2.833213344,-0.735637232
0,0,200.00,1,0,2,20.03,1971.00,22,0,0,0,0,935.8,5,0.4167,5.298317367,3.091042453,-0.875388741
0,0,284.10,1,0,4,11.48,1338.00,8,0,0,0,0,125.6,1,0.0833,5.649326289,2.079441542,-2.48530673
0,0,347.50,1,0,2,71.24,1800.00,20,0,0,0,0,406.2,6,0.2083,5.850764665,2.995732274,-1.568775931
0,0,241.20,1,0,3,12.36,1370.00,10,0,0,0,0,356.6,3,0.4583,5.485626465,2.302585093,-0.780231287
0,0,369.90,1,0,4,62,1355.00,5,0,0,0,0,1315,5,0.8261,5.913232699,1.609437912,-0.191039447
0,0,491.00,1,0,5,57.3,1960.00,3,0,0,0,0,326.6,4,0.2979,6.196444128,1.098612289,-1.210997419
0,0,373.10,1,0,5,50.11,1865.00,4,0,0,0,0,1491,5,0.6222,5.92184648,1.386294361,-0.474493695
0,1,316.80,1,0,2,12.05,1382.00,17,0,0,0,0,236.3,2,0.2727,5.75827066,2.833213344,-1.299382989
0,1,200.00,1,0,2,81.82,1463.00,17,0,0,0,0,1634,2,0.4681,5.298317367,2.833213344,-0.759073331
0,1,310.00,1,0,2,10.83,1829.00,19,0,0,0,0,474.4,4,0.383,5.736572297,2.944438979,-0.95972029
0,1,444.90,1,0,4,11.43,1823.00,5,0,0,0,0,234.1,5,0.2381,6.097849538,1.609437912,-1.435064525
0,1,725.90,1,0,5,112.3,1416.00,3,0,0,0.9781,0,1498,3,0.6304,6.587412264,1.098612289,-0.46140074
0,2,151.00,1,7,2,39.69,1383.00,17,0,0,0,0,542.8,2,0.4792,5.017279837,2.833213344,-0.735637232
0,2,121.80,1,2,2,15.87,1393.00,14,0,0,0,0,3190,5,0.9583,4.802380355,2.63905733,-0.042594398
0,2,273.00,1,5,3,24.48,1937.00,9,0,0,0,0,279.4,2,0.5778,5.609471795,2.197224577,-0.548527491
0,2,275.00,1,0,3,27.89,1313.00,10,0,0,0,0,1269,6,0.766,5.616771098,2.302585093,-0.266573109
0,2,400.00,1,1,4,105.9,1888.00,6,0,821.3,0,0,1052,3,0.5111,5.991464547,1.791759469,-0.671190013
0,3,200.00,1,0,2,62.99,1462.00,20,0,0,0,0,987.6,2,0.3878,5.298317367,2.995732274,-0.947265536
0,3,433.50,1,5,4,31.75,1913.00,5,0,2382,13.6,0,4039,6,0.8085,6.071891796,1.609437912,-0.2125746
0,4,339.00,1,5,2,17.52,1410.00,20,0,0,0,0,310.2,3,0.4583,5.826000107,2.995732274,-0.780231287
0,4,728.90,1,3,8,69.56,1382.00,2,0,0,0,0,3638,5,1,6.591536548,0.693147181,0
0,4,391.30,1,3,4,94.83,2041.00,2,0,2679,0,0,2060,6,0.9149,5.969474529,0.693147181,-0.088940509
0,5,572.80,1,1,3,67.11,1854.00,9,0,0,0,0,3494,7,0.9149,6.350536616,2.197224577,-0.088940509
0,7,610.40,1,2,6,83.2,1393.00,1,0,0,0,0,3428,5,0.8889,6.41411448,0,-0.117770536
0,0,175.00,2,0,2,23.37,1325.00,20,0,0,0,0,170.9,4,0.2553,5.164785974,2.995732274,-1.365315955
0,0,370.90,2,1,2,164.2,1430.00,12,0,829.6,130.2,0,4414,6,0.9574,5.915932484,2.48490665,-0.043534002
0,0,414.50,2,0,4,11.35,1484.00,7,0,0,0,0,115.9,2,0.2391,6.027072975,1.945910149,-1.430873405
0,2,200.00,2,1,2,93.21,1282.00,21,0,0,0,0,2565,2,0.7708,5.298317367,3.044522438,-0.260326342
0,2,281.50,2,1,4,22.09,1475.00,4,0,0,0,0,1394,4,0.7708,5.640132448,1.386294361,-0.260326342
0,2,378.00,2,2,4,41.61,1369.00,5,0,0,0,0,757.2,4,0.5918,5.934894196,1.609437912,-0.524586539
0,2,202.70,2,1,4,72.53,1412.00,6,0,0,0,0,3354,8,0.8261,5.311727053,1.791759469,-0.191039447
0,2,394.50,2,3,4,183.5,1530.00,7,0,0,0,0,2600,9,0.9167,5.97761914,1.945910149,-0.086975014
0,4,407.00,2,5,3,74.54,1881.00,4,0,6087,23.08,0,2638,6,0.8947,6.008813185,1.386294361,-0.111266812
0,4,328.60,2,2,5,103.8,1342.00,5,0,0,0,0,2230,5,0.8043,5.794841206,1.609437912,-0.217782945
0,4,1226.00,2,2,12,238,1366.00,1,0,0,0,0,3383,7,1,7.111512116,0,0
0,6,821.30,2,5,8,58.52,1366.00,1,0,0,0,0,1601,9,0.9149,6.710888451,0,-0.088940509
0,7,826.50,2,7,6,160.2,1897.00,2,0,4443,0,0,1539,7,0.8958,6.717199917,0.693147181,-0.110038105
0,0,503.60,3,0,5,52.03,1384.00,5,0,0,0,0,897.2,3,0.5319,6.221782302,1.609437912,-0.631299777
0,4,785.20,3,4,5,233.6,1999.00,1,0,6108,0,0,2405,6,0.9783,6.665938462,0,-0.021938908
1,0,45.72,0,0,0,0,1325.00,74,0,0,0,0,13.32,0,0.3333,3.822535839,4.304065093,-1.098712294
1,0,143.80,0,0,0,0,1359.00,80,0,0,0,0,28.38,0,0.2083,4.968423445,4.382026635,-1.568775931
1,0,23.22,0,0,0,0,1382.00,71,0,0,0,0,11.53,1,0.3261,3.145013976,4.262679877,-1.120551196
1,0,82.50,0,0,0,0,1394.00,84,0,0,0,0,27.24,1,0.1875,4.412798293,4.430816799,-1.673976434
1,0,86.00,0,0,0,0,1359.00,85,0,0,0,0,15.24,1,0.1458,4.454347296,4.442651256,-1.925519459
1,0,53.90,0,0,0,0,1392.00,89,0,0,0,0,40.56,1,0.1224,3.987130478,4.48863637,-2.100460909
1,0,20.45,0,0,0,0,1370.00,79,0,0,0,0,147.8,2,0.1304,3.017982882,4.369447852,-2.037148629
1,0,42.90,0,0,0,0,1407.00,75,0,0,0,0,40.89,2,0.1915,3.758871826,4.317488114,-1.65286747
1,0,49.00,0,0,0,0,1375.00,77,0,0,0,0,75.32,2,0.1875,3.891820298,4.343805422,-1.673976434
1,0,79.98,0,0,0,0,1423.00,73,0,0,0,0,192.8,2,0.2708,4.381776603,4.290459441,-1.306374738
1,0,77.22,0,0,0,0,1353.00,83,0,0,0,0,97.17,2,0.1429,4.346658491,4.418840608,-1.945610194
1,0,60.48,0,1,0,0,1364.00,56,0,0,0,0,672,2,0.5,4.102312732,4.025351691,-0.693147181
1,0,98.67,0,0,0,0,1761.00,77,0,0,0,0,43.12,3,0.1489,4.591780949,4.343805422,-1.904480339
1,0,31.52,0,0,0,0,1398.00,80,0,0,0,0,180.6,3,0.1915,3.450622265,4.382026635,-1.65286747
1,0,37.05,0,0,0,0,1368.00,67,0,0,0,0,532.2,3,0.3958,3.612268352,4.204692619,-0.926846246
1,0,60.28,0,0,0,0,1350.00,74,0,0,0,0,278.3,3,0.2708,4.099000374,4.304065093,-1.306374738
1,0,87.42,0,0,0,0,1428.00,71,0,0,0,0,301.9,3,0.2653,4.470724089,4.262679877,-1.326894018
1,0,25.75,0,0,0,0,1845.00,49,0,0,0,0,1669,4,0.439,3.248434627,3.891820298,-0.823255866
1,0,30.96,0,0,0,0,1381.00,75,0,0,0,0,107.6,4,0.2174,3.432696049,4.317488114,-1.526016304
1,0,67.08,0,0,0,0,1866.00,65,0,0,0,0,370.4,4,0.4375,4.205885937,4.17438727,-0.826678573
1,0,66.86,0,0,0,0,1944.00,57,0,0,0,0,930.4,4,0.6939,4.202600881,4.043051268,-0.365427421
1,0,57.73,0,0,0,0,1745.00,60,0,1440,0,0,851,5,0.4565,4.055776969,4.094344562,-0.784166579
1,0,32.34,0,1,0,0,1403.00,48,0,0,0,0,1044,5,0.7045,3.476304854,3.871201011,-0.350266948
1,0,3.49,0,0,0,0,1886.00,50,0,1466,0,0,949.5,6,0.5682,1.250760966,3.912023005,-0.56528181
1,0,3.85,0,0,0,0,1810.00,51,0,7025,0,0,1208,12,0.6383,1.34911157,3.931825633,-0.448946887
1,0,19.05,0,0,0,0,1912.00,51,0,0,0,0,2150,13,0.7143,2.947067102,3.931825633,-0.336452237
1,0,215.20,0,0,0,0,1322.00,53,0,0,6.741,0,1260,2,0.5,5.371567828,3.970291914,-0.693147181
1,0,176.60,0,0,0,0,1378.00,81,0,0,0,0,122.7,2,0.087,5.173887288,4.394449155,-2.44184716
1,0,195.90,0,0,0,0,1319.00,64,0,0,0,0,468.7,3,0.4043,5.277604325,4.158883083,-0.905598102
1,1,39.28,0,1,0,0,1861.00,73,0,0,0,0,158.3,1,0.1957,3.670715483,4.290459441,-1.631172405
1,1,88.67,0,1,0,0,1318.00,55,0,0,0,0,520.3,2,0.617,4.484921613,4.007333185,-0.482886255
1,1,152.80,0,2,0,0,1864.00,41,0,2721,0,0,2010,2,0.8085,5.029129877,3.713572067,-0.2125746
1,1,48.30,0,4,0,0,1805.00,44,0,0,0,0,1815,2,0.6977,3.877431561,3.784189634,-0.359966068
1,1,127.40,0,1,0,0,1363.00,58,0,0,0,0,1029,4,0.5745,4.847331743,4.060443011,-0.554255182
1,1,93.46,0,0,0,0,1840.00,39,0,3113,0,0,2061,5,0.766,4.537533537,3.663561646,-0.266573109
1,1,62.54,0,1,0,0,1916.00,58,0,0,0,0,1506,6,0.5111,4.135806352,4.060443011,-0.671190013
1,1,97.21,0,1,0,0,1923.00,43,0,106.2,0,0,2873,6,0.8125,4.576873587,3.761200116,-0.207639365
1,1,104.80,0,17,0,0,1871.00,52,0,8636,0,0,2009,8,0.7391,4.652053772,3.951243719,-0.302322049
1,1,70.26,0,1,0,0,1394.00,62,0,0,0,0,470,8,0.4375,4.252202647,4.127134385,-0.826678573
1,2,169.30,0,1,0,0,1329.00,75,0,0,0,0,60.21,1,0.234,5.131672289,4.317488114,-1.452434164
1,2,117.20,0,1,0,0,1355.00,39,0,0,0,0,1366,4,0.9318,4.763881877,3.663561646,-0.07063708
1,2,122.70,0,5,0,0,1931.00,47,0,1691,0,0,3315,9,0.7959,4.809742352,3.850147602,-0.228281729
1,2,322.50,0,1,0,0,1784.00,47,0,0,0,0,2824,4,0.6809,5.776103136,3.850147602,-0.384339826
1,3,73.94,0,5,0,0,2098.00,59,0,1741,0,0,1867,3,0.6458,4.303253954,4.077537444,-0.437265421
1,3,19.35,0,2,0,0,1399.00,49,0,0,23.74,0,2279,4,0.7826,2.962692419,3.891820298,-0.245133569
1,4,83.33,0,2,0,0,1384.00,49,0,0,0,0,1799,5,0.75,4.422808628,3.891820298,-0.287682072
1,4,69.67,0,3,0,0,2009.00,39,0,11690,0,0,1895,4,0.9167,4.243769809,3.663561646,-0.086975014
1,4,249.50,0,6,0,0,1274.00,39,0,2004,0,0,1641,5,0.8936,5.519458915,3.663561646,-0.112497031
1,7,96.46,0,4,0,0,1340.00,36,0,0,0,0,3820,6,0.8889,4.569128415,3.583518938,-0.117770536
1,0,40.85,0,0,1,14.1,1379.00,46,0,0,0,0,7.38,1,0.0208,3.709906821,3.828641396,-3.872802292
1,0,213.50,0,0,1,7.293,1354.00,43,0,0,0,0,112.5,2,0.1304,5.363636833,3.761200116,-2.037148629
1,0,22.49,0,0,1,59.9,1361.00,30,0,0,0,0,1980,3,0.7551,3.113070766,3.401197382,-0.280905088
1,0,118.40,0,1,1,5.453,1869.00,29,0,1300,0,0,2027,6,0.6739,4.774068722,3.36729583,-0.394673547
1,0,162.70,0,2,1,46.93,1911.00,26,0,2109,0,0,3006,6,0.75,5.091908014,3.258096538,-0.287682072
1,0,57.30,0,1,1,48.84,1433.00,42,0,0,0,0,116.7,2,0.3958,4.048300624,3.737669618,-0.926846246
1,0,152.50,0,0,1,16.47,1769.00,38,0,0,0,0,548.6,4,0.2889,5.027164596,3.63758616,-1.241674672
1,0,131.70,0,0,1,36.06,1933.00,35,0,0,0,0,731,7,0.3556,4.880526609,3.555348061,-1.033948775
1,1,99.70,0,2,1,24.55,1887.00,31,0,3471,0,0,1918,4,0.6875,4.602165677,3.433987204,-0.374693449
1,1,192.60,0,0,1,60.21,1968.00,32,0,0,0,0,877.8,2,0.4681,5.260615499,3.465735903,-0.759073331
1,1,188.80,0,1,1,24.41,1384.00,34,0,0,0,0,345,3,0.4318,5.240688254,3.526360525,-0.839792761
1,1,143.00,0,1,1,143.8,1974.00,22,0,0,0,0,3171,5,0.9362,4.96284463,3.091042453,-0.06592615
1,1,200.00,0,5,1,0.7436,1337.00,36,0,0,0,0,197.4,4,0.4894,5.298317367,3.583518938,-0.714575128
1,2,19.27,0,1,1,34.43,1336.00,26,0,0,0,0,2607,4,0.8085,2.958549482,3.258096538,-0.2125746
1,2,186.40,0,18,1,22.44,1368.00,24,0,0,0,0,2569,4,0.9583,5.227894902,3.17805383,-0.042594398
1,2,525.70,0,2,3,20.73,1423.00,11,0,0,0,0,3767,3,1,6.264730708,2.397895273,0
1,2,229.50,0,1,1,8.989,1865.00,26,0,308.2,0,0,1820,4,0.7778,5.43590303,3.258096538,-0.251285857
1,2,188.90,0,6,2,24.06,1402.00,20,0,0,0,0,582.6,2,0.4681,5.241217775,2.995732274,-0.759073331
1,2,110.80,0,0,2,51.85,1816.00,18,0,858.1,0,0,3181,5,0.7609,4.707726774,2.890371758,-0.273253336
1,3,235.90,0,3,1,17.63,1345.00,29,0,0,0,0,3122,5,0.875,5.463407986,3.36729583,-0.133531393
1,3,191.30,0,1,2,185.7,1324.00,10,0,1362,0,0,2579,4,0.9565,5.253842876,2.302585093,-0.04447449
1,3,181.90,0,8,1,39.63,1825.00,32,0,6943,0,0,2230,4,0.7391,5.203457086,3.465735903,-0.302322049
1,4,154.40,0,1,1,15.16,1364.00,23,0,0,0,0,2583,4,0.9583,5.039546638,3.135494216,-0.042594398
1,4,220.30,0,4,1,30.05,1361.00,25,0,0,0,0,2055,5,1,5.394990254,3.218875825,0
1,4,146.10,0,1,1,16.95,1364.00,22,0,0,0,0,2573,8,0.9583,4.984291319,3.091042453,-0.042594398
1,4,182.30,0,1,2,307.5,1844.00,12,0,4330,0,0,2969,7,0.9348,5.205653682,2.48490665,-0.067422676
1,4,119.40,0,4,2,159.1,1801.00,12,0,5712,0,0,3945,4,0.9778,4.782479201,2.48490665,-0.022450129
1,4,446.90,0,8,3,96.97,1340.00,6,0,0,0,0,2988,7,0.9583,6.102334856,1.791759469,-0.042594398
1,5,370.60,0,3,2,29.22,1351.00,14,0,0,0,0,2365,9,0.9333,5.915123314,2.63905733,-0.069028586
1,5,368.60,0,7,2,106.8,1365.00,15,0,1039,0,0,1650,8,0.7955,5.909712045,2.708050201,-0.228784431
1,5,389.10,0,12,3,205.8,1913.00,10,0,0,0,0,4023,8,0.8163,5.96383638,2.302585093,-0.202973345
1,6,454.30,0,6,3,59.9,1474.00,6,0,0,0,0,2975,5,1,6.118757773,1.791759469,0
1,4,347.60,0,3,1,18.45,1839.00,17,0,4067,0,0,1136,5,0.871,5.851052393,2.833213344,-0.138113302
1,0,156.80,1,0,1,40.65,1430.00,27,0,0,0,0,237,4,0.766,5.054971108,3.295836866,-0.266573109
1,0,274.30,1,0,1,126.1,1342.00,34,0,0,0,0,1144,4,0.5625,5.614222398,3.526360525,-0.575364145
1,0,220.80,1,0,2,22.27,1864.00,13,0,0,0,0,1722,5,0.6667,5.397257314,2.564949357,-0.405415109
1,0,376.30,1,1,1,2.65,1370.00,38,0,0,0,0,181.2,1,0.3958,5.930386698,3.63758616,-0.926846246
1,0,174.00,1,0,2,115.7,1200.00,19,0,0,0,0,260.4,3,0.7959,5.159055299,2.944438979,-0.228281729
1,0,208.50,1,0,2,23,1857.00,25,0,0,0,0,136.4,4,0.234,5.339939041,3.218875825,-1.452434164
1,1,76.06,1,1,1,104.5,1836.00,29,0,2831,0,0,1340,5,0.75,4.331522503,3.36729583,-0.287682072
1,1,139.20,1,0,1,3.002,1820.00,39,0,0,0,0,139.5,3,0.2,4.935911748,3.663561646,-1.609437912
1,2,83.42,1,5,1,27.07,1832.00,31,0,0,0,0,1649,4,0.5102,4.423888089,3.433987204,-0.672952473
1,2,84.42,1,0,1,21.47,1417.00,28,0,0,0,0,2191,5,0.9111,4.43580434,3.33220451,-0.093102618
1,3,154.50,1,2,1,19.41,1932.00,27,0,3735,8.207,0,2519,7,0.7111,5.040194096,3.295836866,-0.340942212
1,4,279.20,1,2,2,25.88,1445.00,15,0,0,0,0,3934,7,0.9783,5.631928371,2.708050201,-0.021938908
1,4,351.00,1,10,2,128.4,1958.00,14,0,0,0,0,4127,9,0.8696,5.860786223,2.63905733,-0.139721943
1,4,418.40,1,11,3,81.39,1370.00,9,0,0,0,0,2444,4,0.8478,6.036437913,2.197224577,-0.16511052
1,4,431.10,1,4,2,14.22,1776.00,19,0,3707,0,0,1169,6,0.6667,6.066340082,2.944438979,-0.405415109
1,4,309.50,1,2,2,118.1,1949.00,17,0,418.2,0,0,2203,9,0.7021,5.734958092,2.833213344,-0.353679435
1,5,267.10,1,2,2,52.47,1474.00,12,0,0,0.4943,0,2687,7,1,5.58762312,2.48490665,0
1,1,578.10,3,1,5,248.9,1770.00,4,0,0,0,0,2041,4,0.7083,6.359746864,1.386294361,-0.344887546
1,0,460.90,0,1,4,17.71,1384.00,7,0,451.3,0,0,632.7,5,0.5532,6.1331811,1.945910149,-0.592035679
1,2,265.10,0,0,2,22.94,1361.00,14,0,1002,0,0,2131,3,0.8542,5.580107113,2.63905733,-0.157589921
1,2,175.90,0,3,2,29.74,1396.00,18,0,706.7,0,0,938.1,3,0.5417,5.169915652,2.890371758,-0.613042936
1,2,200.00,0,7,2,10.58,1402.00,16,0,0,0,0,1843,6,0.7708,5.298317367,2.772588722,-0.260326342
1,2,542.60,0,2,5,76.02,1359.00,4,0,0,0,0,1522,4,0.7083,6.2963724,1.386294361,-0.344887546
1,3,476.60,0,2,2,118.9,1879.00,14,0,1265,0,0,3369,6,0.8636,6.166677565,2.63905733,-0.14664558
1,3,308.70,0,2,3,88.25,1890.00,5,0,0,0,0,3737,9,0.9783,5.732369932,1.609437912,-0.021938908
1,4,943.00,0,10,6,127.4,1869.00,3,0,169.6,0,0,3788,4,0.875,6.849066283,1.098612289,-0.133531393
1,9,521.80,0,5,6,66.52,1268.00,3,0,2020,0,0,2609,8,0.9787,6.257284373,1.098612289,-0.021530119
1,1,387.60,1,1,3,13.85,1366.00,16,0,0,0,0,217.6,2,0.3958,5.95997388,2.772588722,-0.926846246
1,3,388.80,1,5,3,53.31,1370.00,8,0,768.8,0,0,1067,3,0.7959,5.963065073,2.079441542,-0.228281729
1,4,410.30,1,12,4,75.61,1372.00,8,0,0,0,0,2182,7,0.8163,6.016888599,2.079441542,-0.202973345
1,5,674.50,1,11,6,106.4,1829.00,2,0,0,23.75,0,2386,6,0.7917,6.513971676,0.693147181,-0.233572747
1,5,543.30,1,7,7,75.06,1285.00,1,0,0,0,0,3525,6,0.9375,6.297661654,0,-0.064538521
1,9,454.60,1,4,4,113.2,1993.00,5,0,2531,0,0,1944,4,0.9556,6.119417911,1.609437912,-0.045415864
1,0,343.80,2,2,2,46.68,1335.00,19,0,0,0,0,576.2,5,0.5417,5.840060093,2.944438979,-0.613042936
1,2,239.60,2,2,2,90.39,1904.00,19,0,5433,0,0,1577,8,0.7955,5.478970866,2.944438979,-0.228784431
1,4,462.80,2,2,4,274.6,1781.00,6,0,2492,0,0,1394,4,0.6458,6.137294995,1.791759469,-0.437265421
1,4,445.30,2,13,4,85.69,1850.00,4,0,3029,0,0,1714,11,1,6.098748212,1.386294361,0
1,2,492.00,1,3,5,108,1349.00,5,0,57.9,0,0,2423,5,0.9787,6.198478716,1.609437912,-0.021530119
2,0,34.00,0,0,0,0,1449.00,49,0,1114,0,0,1679,5,0.7917,3.526360525,3.891820298,-0.233572747
2,0,132.60,0,1,0,0,1819.00,56,0,1847,0,0,1193,7,0.625,4.887337078,4.025351691,-0.470003629
2,0,121.40,0,0,0,0,1463.00,55,0,0,0,0,106.8,1,0.5,4.799090879,4.007333185,-0.693147181
2,0,144.70,0,0,0,0,1419.00,63,0,491.9,0,0,834.3,4,0.4898,4.974662634,4.143134726,-0.713758134
2,1,71.86,0,1,0,0,1880.00,80,0,0,0,0,222.8,2,0.25,4.274719782,4.382026635,-1.386294361
2,1,64.58,0,0,0,0,1758.00,44,0,805.1,29.42,0,2650,3,0.913,4.167904765,3.784189634,-0.091019398
2,1,91.59,0,0,0,0,1355.00,67,0,0,0,0,363.8,3,0.375,4.517322095,4.204692619,-0.980829253
2,0,145.20,0,1,1,12.82,1387.00,34,0,0,0,0,576.6,2,0.5106,4.978112102,3.526360525,-0.672168774
2,0,337.00,0,0,1,16.9,1356.00,28,0,0,0,0,2156,4,0.8571,5.82008293,3.33220451,-0.154200681
2,0,432.90,0,3,1,0,1382.00,25,0,0,0,0,2621,5,0.7917,6.070506754,3.218875825,-0.233572747
2,2,96.31,0,2,1,75.88,1369.00,31,0,0,0,0,3520,3,1,4.567572156,3.433987204,0
2,3,122.80,0,7,1,25.02,1745.00,24,0,1243,154.4,0,4774,6,0.8085,4.810557016,3.17805383,-0.2125746
2,6,269.60,0,4,1,21.43,1404.00,29,0,0,0,0,2074,5,0.9574,5.596939379,3.36729583,-0.043534002
2,7,453.90,0,2,1,37.72,1847.00,22,0,1575,0,0,4007,6,0.9375,6.117876909,3.091042453,-0.064538521
2,2,701.90,1,3,4,160.3,1822.00,6,0,0,0,0,5040,7,1,6.553790944,1.791759469,0
